dataset,TIME_CREATION_FEATURES,TIME_PO_SELECTION,TIME_TRAIN_CLASSIFIER,TIME_TEST_CLASSIFIER
ACSF1,1.8598885933558147,2.388255739212036,0.036296478907267254,0.00736540953318278
ChlorineConcentration,2.003755736351013,8.319305642445881,0.17546228567759195,0.15272358258565266
Computers,2.8507775624593097,5.108421317736307,0.0794875462849935,0.0100479523340861
CricketX,2.33613764444987,7.05266489982605,0.13344109058380127,0.025341320037841796
CricketY,2.3419941027959186,7.051288723945618,0.1299270232518514,0.025960787137349447
CricketZ,2.324316056569417,7.052636035283407,0.12497931321461996,0.02406183083852132
DistalPhalanxOutlineAgeGroup,1.0402498563130698,7.044633380572001,0.1306990146636963,0.005313483874003092
DistalPhalanxOutlineCorrect,1.5037943919499714,10.588505005836486,0.2518120765686035,0.009114694595336915
DistalPhalanxTW,1.038021238644918,7.169828979174296,0.12845958868662516,0.007005095481872559
Earthquakes,3.359632158279419,5.947839570045471,0.1083742062250773,0.004777439435323079
ECG200,0.35241814454396564,2.2280513207117716,0.0270964781443278,0.0034409205118815104
EOGHorizontalSignal,6.537374520301819,6.722230935096741,0.1415686051050822,0.0283536434173584
EOGVerticalSignal,6.634304102261861,6.745211354891459,0.13213850657145182,0.027167948087056477
EthanolLevel,11.224554085731507,9.201546891530354,0.19066495895385743,0.022521646817525227
FaceAll,1.9373245557149252,11.976195867856344,0.2512876828511556,0.08207200368245443
Fish,1.2236034552256265,3.8778599739074706,0.053752414385477704,0.009246126810709635
FreezerRegularTrain,0.9750493288040161,3.1103761434555053,0.03960643609364827,0.08983429272969563
GunPointAgeSpan,0.4763732194900513,2.917087610562642,0.04236587683359782,0.01399558385213216
GunPointMaleVersusFemale,0.4757632493972778,2.7040136178334553,0.034048064549763994,0.010866594314575196
GunPointOldVersusYoung,0.47258540789286296,2.8698397318522137,0.033211167653401694,0.010155725479125976
Ham,0.8163040479024252,2.3046043237050373,0.03628355662027995,0.004435499509175618
Haptics,2.2661685784657797,3.4278824090957642,0.05062333742777506,0.01645638942718506
InlineSkate,3.2559019724527993,2.3447000344594318,0.04353936513264974,0.045496527353922525
InsectWingbeatSound,1.01696830590566,5.087021430333455,0.0792446772257487,0.10834595362345377
LargeKitchenAppliances,3.369567044576009,6.766025058428446,0.15020031134287518,0.023024733861287436
MedicalImages,1.0344636917114258,6.979869421323141,0.1257613976796468,0.04708184401194255
MiddlePhalanxOutlineAgeGroup,1.0043245236078897,7.035675628980001,0.13018376032511395,0.005550368626912435
MiddlePhalanxOutlineCorrect,1.4831324577331544,10.583360298474629,0.22125590642293294,0.008600068092346192
MixedShapesRegularTrain,6.909065588315328,9.14224680264791,0.20334223906199136,0.10448315938313803
MixedShapesSmallTrain,1.5704405069351197,2.2762949148813885,0.03143083254496257,0.10788186391194661
OSULeaf,1.4273672342300414,4.4176148494084675,0.07777278423309326,0.01667501131693522
Plane,0.41022676626841226,2.6226603746414185,0.028810787200927734,0.005285588900248209
PowerCons,0.689422090848287,3.7144332408905028,0.0505114475886027,0.006835214296976725
ProximalPhalanxOutlineAgeGroup,1.0107217152913412,7.035527563095092,0.1304927905400594,0.0067926565806070965
ProximalPhalanxOutlineCorrect,1.4825488328933716,10.512384843826293,0.2218239148457845,0.008977198600769043
ProximalPhalanxTW,1.0022770563761394,7.107231688499451,0.13127067883809407,0.010500701268513997
ScreenType,3.8500738461812336,6.742104450861613,0.12404508590698242,0.01689572334289551
SemgHandGenderCh2,8.508884779612224,5.679786944389344,0.08938031991322835,0.02005163033803304
SemgHandMovementCh2,13.077370754877727,8.17021119594574,0.1522207021713257,0.0186428705851237
SemgHandSubjectCh2,12.695848004023235,8.18728498617808,0.1534786860148112,0.01969026724497477
ShapesAll,4.639657847086588,13.985715579986572,0.3865218003590902,0.04768670399983724
SmoothSubspace,0.300404151280721,3.312005798021952,0.06565392017364502,0.009464907646179199
SwedishLeaf,1.608008368810018,9.64112138748169,0.2819757223129272,0.049071772893269854
SyntheticControl,0.7507393439610799,5.955396620432536,0.09541652202606202,0.01647914250691732
Trace,0.63764541943868,2.3538514137268067,0.02699860731760661,0.005074652036031088
UWaveGestureLibraryX,4.420204138755798,22.27286653518677,0.5801278988520304,0.21219711303710936
UWaveGestureLibraryY,4.55999789237976,22.450886797904968,0.5824725389480591,0.21108451684315999
UWaveGestureLibraryZ,4.420001419385274,22.305680592854817,0.5761738459269206,0.2063646952311198
Worms,2.6907726605733235,3.928402837117513,0.06753478844960531,0.004683017730712891
WormsTwoClass,2.6058584451675415,3.8538797378540037,0.07051120599110922,0.003254858652750651
